customer_id,month,txn_amount_sum,txn_count,avg_txn_value
27,2025-02-01,353.92,1,353.92
27,2025-04-01,851.12,1,851.12
27,2025-06-01,4167.41,1,4167.41
27,2025-07-01,3614.38,1,3614.38
28,2024-09-01,4424.21,1,4424.21
28,2025-01-01,1446.11,1,1446.11
28,2025-03-01,3758.04,1,3758.04
28,2025-05-01,8320.66,2,4160.33
28,2025-06-01,4534.77,1,4534.77
28,2025-07-01,419.37,1,419.37
29,2025-02-01,2398.18,1,2398.18
29,2025-04-01,2163.11,1,2163.11
29,2025-05-01,4900.18,1,4900.18
30,2024-09-01,1702.57,1,1702.57
30,2024-10-01,2041.85,1,2041.85
30,2024-11-01,4232.37,1,4232.37
30,2024-12-01,7593.59,3,2531.1966666666667
30,2025-02-01,2252.61,1,2252.61
30,2025-04-01,1658.7,1,1658.7
30,2025-05-01,2690.49,1,2690.49
31,2025-05-01,4363.56,1,4363.56
31,2025-06-01,2894.12,1,2894.12
31,2025-09-01,2484.98,1,2484.98
32,2024-12-01,3925.99,1,3925.99
32,2025-07-01,1817.6599999999999,2,908.8299999999999
33,2024-10-01,6165.530000000001,2,3082.7650000000003
33,2025-03-01,2950.91,1,2950.91
33,2025-04-01,3309.16,1,3309.16
33,2025-08-01,5219.99,2,2609.995
34,2024-10-01,923.6,1,923.6
34,2024-12-01,581.34,1,581.34
34,2025-01-01,1867.3,1,1867.3
34,2025-02-01,2891.32,1,2891.32
34,2025-03-01,3888.01,1,3888.01
34,2025-08-01,1020.02,1,1020.02
35,2025-04-01,3413.76,1,3413.76
35,2025-05-01,1993.75,1,1993.75
35,2025-07-01,11813.71,3,3937.903333333333
35,2025-08-01,2346.89,1,2346.89
36,2024-10-01,3338.04,1,3338.04
36,2025-03-01,1515.84,1,1515.84
36,2025-05-01,3029.22,1,3029.22
37,2024-09-01,4686.74,1,4686.74
37,2025-02-01,171.46,1,171.46
37,2025-03-01,4587.51,1,4587.51
37,2025-05-01,1543.96,1,1543.96
37,2025-09-01,5455.78,3,1818.5933333333332
38,2025-03-01,4284.29,1,4284.29
38,2025-05-01,1739.49,1,1739.49
38,2025-06-01,489.37,1,489.37
39,2024-10-01,73.23,1,73.23
39,2025-04-01,96.33,1,96.33
39,2025-06-01,4988.51,2,2494.255
39,2025-07-01,1277.08,1,1277.08
40,2025-01-01,1689.1399999999999,2,844.5699999999999
41,2025-02-01,9959.73,3,3319.91
41,2025-05-01,4627.93,1,4627.93
41,2025-06-01,878.43,1,878.43
41,2025-08-01,3200.66,1,3200.66
42,2025-02-01,4542.99,1,4542.99
42,2025-05-01,321.63,1,321.63
42,2025-07-01,3386.15,2,1693.075
42,2025-08-01,3527.17,1,3527.17
42,2025-09-01,1007.67,1,1007.67
43,2024-11-01,4324.92,2,2162.46
43,2024-12-01,3794.3,1,3794.3
43,2025-01-01,1238.26,2,619.13
43,2025-02-01,3992.43,1,3992.43
43,2025-05-01,3104.51,2,1552.255
43,2025-09-01,194.37,1,194.37
44,2024-10-01,315.81,1,315.81
44,2024-12-01,3031.16,1,3031.16
44,2025-02-01,4140.52,1,4140.52
44,2025-03-01,2348.5,1,2348.5
44,2025-08-01,123.38,1,123.38
45,2025-02-01,2379.09,1,2379.09
45,2025-03-01,3642.75,1,3642.75
46,2024-10-01,4387.41,1,4387.41
46,2025-01-01,2590.57,2,1295.285
46,2025-02-01,1309.15,1,1309.15
46,2025-03-01,1469.24,1,1469.24
46,2025-06-01,1744.1299999999999,2,872.0649999999999
46,2025-07-01,1692.47,1,1692.47
46,2025-08-01,570.3,1,570.3
48,2024-11-01,756.46,1,756.46
48,2024-12-01,1655.23,1,1655.23
48,2025-05-01,4882.56,1,4882.56
48,2025-07-01,6620.52,2,3310.26
49,2025-01-01,4092.24,1,4092.24
50,2024-10-01,4318.02,1,4318.02
50,2024-11-01,100.81,1,100.81
51,2024-12-01,1603.74,1,1603.74
51,2025-05-01,4170.59,1,4170.59
51,2025-07-01,7698.67,2,3849.335
52,2024-10-01,1466.75,1,1466.75
52,2025-05-01,3396.15,1,3396.15
52,2025-08-01,1070.43,1,1070.43
52,2025-09-01,2089.88,1,2089.88
53,2024-09-01,4062.45,1,4062.45
53,2024-11-01,300.09,1,300.09
53,2025-03-01,1865.95,1,1865.95
53,2025-06-01,7532.349999999999,3,2510.7833333333333
53,2025-08-01,4242.41,1,4242.41
53,2025-09-01,3204.75,2,1602.375
54,2024-10-01,8579.92,2,4289.96
54,2025-01-01,3685.64,1,3685.64
54,2025-03-01,1895.09,1,1895.09
54,2025-04-01,1245.49,1,1245.49
54,2025-05-01,4345.78,2,2172.89
54,2025-09-01,3048.97,1,3048.97
55,2024-10-01,7126.89,3,2375.63
55,2024-11-01,2702.48,1,2702.48
55,2024-12-01,3379.43,2,1689.715
55,2025-06-01,1051.05,2,525.525
55,2025-07-01,1805.48,1,1805.48
56,2024-10-01,1965.03,1,1965.03
56,2024-11-01,4363.21,1,4363.21
56,2025-02-01,815.79,1,815.79
56,2025-05-01,4201.44,1,4201.44
56,2025-08-01,1113.86,1,1113.86
58,2025-02-01,2485.89,1,2485.89
58,2025-04-01,1619.53,2,809.765
58,2025-05-01,2104.98,1,2104.98
58,2025-08-01,3852.97,1,3852.97
59,2025-01-01,4574.76,1,4574.76
59,2025-02-01,107.43,1,107.43
60,2025-03-01,4270.55,1,4270.55
60,2025-05-01,1292.1,1,1292.1
60,2025-08-01,3946.93,1,3946.93
61,2025-01-01,4755.64,1,4755.64
61,2025-08-01,2684.79,1,2684.79
62,2024-11-01,2571.93,1,2571.93
62,2025-03-01,4313.18,2,2156.59
62,2025-06-01,3610.11,1,3610.11
62,2025-07-01,4013.44,1,4013.44
63,2024-10-01,3160.9,1,3160.9
63,2024-11-01,4260.15,1,4260.15
63,2024-12-01,77.08,1,77.08
63,2025-03-01,3971.99,1,3971.99
63,2025-05-01,2627.82,1,2627.82
63,2025-07-01,43.04,1,43.04
64,2025-04-01,3476.17,2,1738.085
64,2025-06-01,352.65,1,352.65
64,2025-08-01,2685.73,1,2685.73
64,2025-09-01,2434.25,1,2434.25
65,2024-12-01,3983.89,1,3983.89
66,2024-11-01,177.26,1,177.26
66,2024-12-01,519.01,1,519.01
66,2025-01-01,10200.05,3,3400.0166666666664
66,2025-08-01,3915.2,1,3915.2
66,2025-09-01,1029.3,1,1029.3
67,2024-10-01,594.32,1,594.32
67,2025-02-01,543.29,1,543.29
67,2025-03-01,942.13,1,942.13
67,2025-05-01,2456.12,1,2456.12
67,2025-06-01,2036.03,1,2036.03
67,2025-08-01,3166.68,1,3166.68
68,2024-09-01,2915.73,1,2915.73
68,2024-10-01,4475.08,1,4475.08
68,2025-04-01,3188.14,1,3188.14
68,2025-06-01,7879.17,2,3939.585
69,2024-12-01,4386.35,1,4386.35
69,2025-01-01,3381.15,1,3381.15
69,2025-09-01,1846.01,1,1846.01
70,2024-12-01,3323.03,1,3323.03
70,2025-02-01,4982.49,1,4982.49
70,2025-08-01,3231.7000000000003,2,1615.8500000000001
71,2025-01-01,1836.24,1,1836.24
71,2025-04-01,4674.67,1,4674.67
71,2025-05-01,2714.99,1,2714.99
71,2025-08-01,2548.81,1,2548.81
71,2025-09-01,3937.45,1,3937.45
72,2024-10-01,1550.16,1,1550.16
72,2024-11-01,5382.62,2,2691.31
72,2024-12-01,1896.74,1,1896.74
72,2025-01-01,3182.14,1,3182.14
72,2025-03-01,2919.61,1,2919.61
72,2025-04-01,665.22,1,665.22
72,2025-05-01,3264.5,1,3264.5
72,2025-09-01,3576.42,1,3576.42
73,2024-10-01,2532.8,2,1266.4
73,2024-12-01,1522.74,1,1522.74
73,2025-04-01,3041.58,1,3041.58
74,2024-10-01,4064.14,1,4064.14
74,2024-11-01,2514.26,1,2514.26
74,2025-07-01,2543.25,1,2543.25
74,2025-08-01,1330.1,1,1330.1
75,2024-10-01,4953.55,1,4953.55
75,2024-11-01,3854.3,1,3854.3
75,2025-01-01,2377.47,1,2377.47
75,2025-05-01,2479.97,1,2479.97
75,2025-09-01,1534.6,1,1534.6
76,2025-02-01,1445.26,1,1445.26
76,2025-03-01,1480.85,1,1480.85
77,2025-01-01,2136.31,1,2136.31
77,2025-03-01,4997.0,1,4997.0
77,2025-06-01,1065.75,1,1065.75
77,2025-09-01,4236.97,1,4236.97
78,2024-11-01,1079.34,1,1079.34
78,2024-12-01,6745.280000000001,2,3372.6400000000003
78,2025-01-01,2475.72,1,2475.72
78,2025-02-01,1111.33,1,1111.33
78,2025-03-01,4121.93,1,4121.93
78,2025-04-01,2697.16,1,2697.16
78,2025-07-01,3617.23,1,3617.23
78,2025-08-01,2405.28,1,2405.28
79,2025-04-01,2392.43,1,2392.43
79,2025-07-01,3129.41,1,3129.41
80,2025-01-01,1493.81,1,1493.81
80,2025-02-01,4158.64,1,4158.64
80,2025-04-01,9531.16,2,4765.58
80,2025-06-01,2176.86,1,2176.86
80,2025-09-01,3666.81,1,3666.81
81,2024-11-01,2162.73,1,2162.73
81,2025-02-01,4521.08,1,4521.08
81,2025-05-01,3028.75,1,3028.75
81,2025-06-01,4100.87,1,4100.87
81,2025-08-01,483.52,1,483.52
81,2025-09-01,1397.68,1,1397.68
82,2025-01-01,100.53,1,100.53
82,2025-03-01,2256.51,1,2256.51
82,2025-06-01,2994.7,1,2994.7
83,2024-09-01,2885.49,1,2885.49
83,2024-10-01,221.95,1,221.95
83,2024-11-01,2350.96,1,2350.96
83,2024-12-01,2038.8,1,2038.8
83,2025-02-01,2060.95,1,2060.95
83,2025-03-01,1026.37,1,1026.37
83,2025-04-01,3317.75,1,3317.75
83,2025-06-01,4869.26,1,4869.26
83,2025-07-01,657.47,1,657.47
84,2024-12-01,78.91,1,78.91
84,2025-01-01,1880.92,1,1880.92
84,2025-02-01,2812.41,1,2812.41
84,2025-04-01,3866.12,1,3866.12
84,2025-05-01,8234.19,2,4117.095
84,2025-07-01,4796.92,1,4796.92
84,2025-09-01,4485.68,1,4485.68
85,2024-10-01,14608.65,4,3652.1625
85,2024-11-01,3930.37,1,3930.37
85,2025-05-01,1460.04,1,1460.04
85,2025-07-01,6268.71,3,2089.57
86,2024-11-01,4086.87,1,4086.87
86,2025-04-01,4948.9,1,4948.9
86,2025-09-01,1437.68,1,1437.68
87,2025-03-01,1839.34,1,1839.34
88,2025-01-01,4503.5,1,4503.5
88,2025-08-01,3272.27,1,3272.27
89,2024-10-01,474.7,1,474.7
89,2024-11-01,2067.49,2,1033.745
89,2024-12-01,1501.31,1,1501.31
89,2025-01-01,4015.23,1,4015.23
89,2025-02-01,1066.3,1,1066.3
89,2025-08-01,3991.08,1,3991.08
90,2024-10-01,1165.97,1,1165.97
90,2025-03-01,4503.01,1,4503.01
90,2025-05-01,2324.18,1,2324.18
90,2025-06-01,2095.48,1,2095.48
91,2024-12-01,3454.02,1,3454.02
91,2025-02-01,2444.76,1,2444.76
91,2025-05-01,698.38,1,698.38
92,2024-12-01,6716.71,2,3358.355
92,2025-05-01,2847.58,1,2847.58
92,2025-06-01,4658.39,1,4658.39
92,2025-07-01,955.1,1,955.1
92,2025-08-01,1926.91,1,1926.91
93,2024-11-01,4016.27,2,2008.135
93,2025-01-01,8708.36,2,4354.18
93,2025-03-01,2742.67,1,2742.67
93,2025-04-01,3577.44,2,1788.72
94,2024-09-01,4471.59,1,4471.59
94,2024-11-01,3198.77,1,3198.77
94,2025-01-01,4483.2,1,4483.2
94,2025-05-01,4670.78,1,4670.78
94,2025-08-01,4679.2,1,4679.2
95,2025-06-01,373.93,1,373.93
95,2025-07-01,4306.23,2,2153.115
96,2024-09-01,3466.91,1,3466.91
96,2024-12-01,3264.82,1,3264.82
96,2025-04-01,294.7,1,294.7
96,2025-05-01,4255.89,1,4255.89
96,2025-06-01,1200.59,1,1200.59
96,2025-07-01,154.13,1,154.13
96,2025-09-01,3076.24,1,3076.24
97,2024-11-01,4842.33,2,2421.165
97,2025-02-01,2563.79,1,2563.79
97,2025-05-01,4443.86,1,4443.86
97,2025-07-01,3443.22,1,3443.22
97,2025-08-01,3495.85,2,1747.925
98,2024-09-01,4309.83,1,4309.83
98,2025-03-01,1408.15,1,1408.15
98,2025-06-01,9572.07,3,3190.69
98,2025-09-01,1940.87,1,1940.87
99,2025-04-01,4564.69,1,4564.69
99,2025-07-01,2167.1800000000003,2,1083.5900000000001
100,2024-11-01,4142.37,1,4142.37
100,2024-12-01,3506.04,1,3506.04
100,2025-05-01,3719.9,1,3719.9
100,2025-06-01,2127.96,1,2127.96
100,2025-08-01,3032.01,1,3032.01
101,2025-09-01,4553.68,1,4553.68
102,2024-09-01,3932.29,1,3932.29
102,2024-10-01,6802.87,2,3401.435
102,2025-07-01,1378.49,1,1378.49
102,2025-08-01,11099.44,4,2774.86
103,2024-11-01,6010.96,2,3005.48
103,2024-12-01,1922.0,1,1922.0
103,2025-04-01,761.0,1,761.0
103,2025-05-01,805.07,1,805.07
103,2025-08-01,2754.66,1,2754.66
104,2024-10-01,3663.8,1,3663.8
104,2024-11-01,3831.07,1,3831.07
104,2025-04-01,1053.64,1,1053.64
104,2025-05-01,798.58,1,798.58
104,2025-07-01,29.58,1,29.58
105,2025-05-01,3274.63,1,3274.63
105,2025-07-01,2755.3,2,1377.65
106,2024-12-01,1236.85,1,1236.85
106,2025-05-01,777.49,1,777.49
106,2025-06-01,913.99,1,913.99
106,2025-07-01,2794.39,1,2794.39
107,2024-10-01,5900.92,2,2950.46
107,2024-11-01,6705.12,2,3352.56
107,2025-03-01,6214.6,2,3107.3
107,2025-06-01,574.63,1,574.63
108,2024-10-01,3875.01,2,1937.505
108,2025-03-01,162.83,1,162.83
108,2025-05-01,3719.67,1,3719.67
108,2025-06-01,1967.63,1,1967.63
109,2025-04-01,2607.63,1,2607.63
109,2025-06-01,2935.31,1,2935.31
109,2025-08-01,544.58,1,544.58
110,2024-09-01,5335.63,2,2667.815
110,2024-11-01,3929.8199999999997,2,1964.9099999999999
111,2025-01-01,2675.8,1,2675.8
111,2025-04-01,955.01,1,955.01
111,2025-05-01,3946.82,1,3946.82
111,2025-06-01,1472.86,1,1472.86
111,2025-08-01,3483.98,1,3483.98
112,2024-11-01,6193.6900000000005,2,3096.8450000000003
112,2024-12-01,4759.79,1,4759.79
112,2025-02-01,4647.11,1,4647.11
112,2025-03-01,4563.15,1,4563.15
112,2025-04-01,3702.58,2,1851.29
112,2025-06-01,578.2,1,578.2
112,2025-07-01,1761.37,1,1761.37
113,2024-09-01,2013.49,1,2013.49
113,2025-01-01,6841.780000000001,2,3420.8900000000003
114,2024-12-01,678.63,1,678.63
114,2025-06-01,2987.13,1,2987.13
115,2024-09-01,2292.95,1,2292.95
115,2024-10-01,1959.61,1,1959.61
115,2024-12-01,2687.81,1,2687.81
115,2025-01-01,2017.13,1,2017.13
115,2025-02-01,404.51,1,404.51
115,2025-03-01,2008.63,1,2008.63
115,2025-04-01,1149.87,1,1149.87
115,2025-05-01,1963.1799999999998,2,981.5899999999999
116,2024-09-01,417.53,1,417.53
116,2024-12-01,735.62,1,735.62
116,2025-01-01,4118.36,1,4118.36
116,2025-02-01,2972.85,1,2972.85
116,2025-03-01,4364.67,1,4364.67
116,2025-08-01,5729.16,2,2864.58
117,2024-09-01,4276.35,1,4276.35
117,2024-11-01,1788.92,1,1788.92
117,2025-01-01,3004.25,1,3004.25
117,2025-03-01,1604.32,1,1604.32
117,2025-05-01,1236.63,1,1236.63
118,2024-09-01,1095.55,1,1095.55
118,2025-01-01,1799.99,1,1799.99
118,2025-03-01,5257.49,2,2628.745
118,2025-06-01,4274.0,1,4274.0
119,2024-12-01,3992.0,1,3992.0
119,2025-03-01,1302.9,1,1302.9
119,2025-06-01,670.51,1,670.51
120,2024-09-01,782.73,1,782.73
120,2025-01-01,2293.51,1,2293.51
120,2025-04-01,3539.46,1,3539.46
120,2025-07-01,12037.43,3,4012.476666666667
120,2025-08-01,431.1,1,431.1
121,2025-04-01,508.74,1,508.74
121,2025-07-01,4405.13,1,4405.13
122,2024-11-01,1092.86,1,1092.86
122,2024-12-01,1029.63,1,1029.63
122,2025-01-01,3768.06,1,3768.06
123,2024-09-01,1980.34,1,1980.34
123,2025-03-01,4526.86,1,4526.86
123,2025-06-01,2375.42,1,2375.42
123,2025-07-01,1478.11,1,1478.11
124,2025-01-01,2688.47,1,2688.47
124,2025-03-01,2857.11,1,2857.11
124,2025-04-01,2248.49,1,2248.49
125,2024-09-01,5056.75,2,2528.375
125,2024-10-01,2592.67,1,2592.67
125,2024-11-01,3678.48,1,3678.48
125,2025-01-01,3928.8,1,3928.8
125,2025-07-01,799.27,1,799.27
126,2024-11-01,4829.21,1,4829.21
126,2025-01-01,1260.98,1,1260.98
126,2025-06-01,3756.81,1,3756.81
126,2025-07-01,744.1,1,744.1
126,2025-08-01,2447.41,1,2447.41
127,2024-11-01,2228.73,2,1114.365
127,2025-01-01,4532.11,1,4532.11
127,2025-02-01,4325.53,1,4325.53
127,2025-06-01,4244.91,3,1414.97
127,2025-07-01,3877.61,1,3877.61
127,2025-08-01,782.68,1,782.68
128,2024-11-01,4858.04,1,4858.04
128,2025-04-01,4415.16,1,4415.16
128,2025-05-01,4236.42,2,2118.21
128,2025-08-01,1795.18,1,1795.18
128,2025-09-01,599.99,1,599.99
129,2024-09-01,4927.84,1,4927.84
129,2024-10-01,1533.68,1,1533.68
129,2024-11-01,2799.86,1,2799.86
129,2025-06-01,4349.11,1,4349.11
130,2024-10-01,4103.52,1,4103.52
130,2025-01-01,1183.86,1,1183.86
130,2025-04-01,1831.13,1,1831.13
130,2025-07-01,1242.03,1,1242.03
131,2024-10-01,3107.27,1,3107.27
131,2024-11-01,2732.9,1,2732.9
131,2024-12-01,8826.16,2,4413.08
131,2025-04-01,897.62,1,897.62
131,2025-06-01,4112.73,2,2056.365
133,2024-10-01,2856.76,1,2856.76
133,2024-11-01,3876.05,1,3876.05
133,2025-03-01,300.4,1,300.4
133,2025-04-01,3123.51,1,3123.51
133,2025-05-01,4978.71,1,4978.71
133,2025-08-01,4774.77,1,4774.77
134,2024-10-01,5166.82,2,2583.41
134,2024-12-01,2643.97,1,2643.97
134,2025-02-01,35.64,1,35.64
134,2025-03-01,4419.03,1,4419.03
135,2024-10-01,2672.74,1,2672.74
135,2025-01-01,3458.21,1,3458.21
135,2025-05-01,9017.34,2,4508.67
136,2025-07-01,1946.85,1,1946.85
137,2025-02-01,2909.2,1,2909.2
137,2025-03-01,4152.52,1,4152.52
137,2025-07-01,2177.53,1,2177.53
138,2024-11-01,7420.61,2,3710.305
138,2025-03-01,764.04,1,764.04
138,2025-04-01,1801.03,1,1801.03
138,2025-05-01,4434.79,1,4434.79
138,2025-06-01,2373.29,1,2373.29
138,2025-09-01,4968.23,1,4968.23
139,2024-09-01,2708.24,1,2708.24
139,2025-07-01,3890.7599999999998,2,1945.3799999999999
140,2024-10-01,5333.93,3,1777.9766666666667
140,2024-11-01,2883.37,1,2883.37
140,2024-12-01,4994.27,1,4994.27
140,2025-06-01,823.37,1,823.37
141,2024-11-01,7941.1900000000005,2,3970.5950000000003
141,2025-04-01,6315.57,2,3157.785
141,2025-05-01,1582.46,1,1582.46
141,2025-08-01,3717.45,1,3717.45
142,2025-01-01,470.43,1,470.43
142,2025-05-01,2951.06,1,2951.06
142,2025-06-01,2892.1,1,2892.1
143,2024-09-01,1819.89,1,1819.89
143,2024-10-01,4188.06,1,4188.06
143,2024-12-01,1597.18,1,1597.18
143,2025-02-01,1602.51,1,1602.51
143,2025-03-01,4402.82,1,4402.82
143,2025-05-01,2467.76,1,2467.76
143,2025-07-01,1828.77,1,1828.77
144,2024-11-01,694.23,1,694.23
144,2024-12-01,293.98,1,293.98
144,2025-03-01,4262.86,1,4262.86
144,2025-06-01,6375.54,2,3187.77
144,2025-08-01,3605.93,1,3605.93
145,2024-10-01,1553.16,1,1553.16
145,2024-11-01,1288.27,1,1288.27
145,2025-01-01,4745.06,1,4745.06
145,2025-02-01,2913.7799999999997,2,1456.8899999999999
145,2025-03-01,2791.49,3,930.4966666666666
145,2025-04-01,2539.63,1,2539.63
145,2025-06-01,7351.51,3,2450.5033333333336
145,2025-09-01,2189.44,1,2189.44
146,2024-10-01,410.36,1,410.36
146,2025-07-01,4275.74,1,4275.74
147,2025-04-01,1399.84,1,1399.84
147,2025-06-01,3835.06,1,3835.06
147,2025-08-01,4128.65,1,4128.65
148,2024-10-01,3027.24,1,3027.24
148,2025-01-01,4816.1,1,4816.1
148,2025-02-01,2879.39,1,2879.39
148,2025-06-01,1838.2,1,1838.2
148,2025-07-01,3053.6800000000003,2,1526.8400000000001
148,2025-08-01,812.94,1,812.94
149,2024-10-01,2310.84,1,2310.84
149,2025-02-01,1478.72,1,1478.72
149,2025-03-01,1709.33,1,1709.33
149,2025-04-01,3204.52,1,3204.52
149,2025-06-01,4171.3,2,2085.65
149,2025-08-01,3958.24,1,3958.24
150,2024-10-01,2169.54,1,2169.54
150,2025-01-01,402.61,1,402.61
150,2025-07-01,12916.78,3,4305.593333333333
151,2024-10-01,705.94,1,705.94
151,2024-11-01,3086.49,1,3086.49
151,2025-01-01,678.41,1,678.41
151,2025-07-01,3523.7,1,3523.7
152,2024-11-01,1731.1799999999998,2,865.5899999999999
152,2025-02-01,1090.21,1,1090.21
152,2025-03-01,1701.88,1,1701.88
152,2025-07-01,4006.9,1,4006.9
153,2024-11-01,95.76,1,95.76
153,2024-12-01,4693.69,1,4693.69
153,2025-02-01,2953.82,1,2953.82
153,2025-03-01,3682.43,1,3682.43
153,2025-06-01,1505.37,1,1505.37
154,2024-10-01,6048.0,2,3024.0
155,2024-10-01,775.35,1,775.35
155,2024-11-01,2254.56,2,1127.28
155,2025-02-01,3911.58,1,3911.58
155,2025-04-01,642.99,1,642.99
155,2025-05-01,1394.31,1,1394.31
155,2025-06-01,2439.3,1,2439.3
155,2025-09-01,5098.11,2,2549.055
156,2025-01-01,4317.6900000000005,2,2158.8450000000003
156,2025-02-01,2851.89,1,2851.89
156,2025-05-01,1308.97,1,1308.97
156,2025-07-01,3038.46,1,3038.46
157,2024-12-01,789.84,1,789.84
157,2025-01-01,1761.61,1,1761.61
157,2025-04-01,3993.4500000000003,3,1331.15
157,2025-05-01,2693.29,2,1346.645
158,2024-09-01,4449.46,2,2224.73
158,2024-11-01,6097.25,2,3048.625
158,2025-06-01,4158.7,1,4158.7
158,2025-07-01,2937.1,1,2937.1
159,2024-11-01,4689.24,1,4689.24
159,2025-03-01,1796.0,1,1796.0
159,2025-06-01,2114.76,1,2114.76
159,2025-07-01,482.9,1,482.9
159,2025-08-01,741.85,1,741.85
160,2025-03-01,3148.57,1,3148.57
160,2025-04-01,3754.23,1,3754.23
160,2025-05-01,3427.71,1,3427.71
160,2025-08-01,4626.66,1,4626.66
161,2024-10-01,3236.46,1,3236.46
161,2024-11-01,7590.99,2,3795.495
161,2025-02-01,2805.71,1,2805.71
161,2025-05-01,4542.3,1,4542.3
161,2025-08-01,1287.63,1,1287.63
162,2024-10-01,4308.99,1,4308.99
162,2024-11-01,1086.47,1,1086.47
162,2025-01-01,4369.34,1,4369.34
162,2025-03-01,3516.25,1,3516.25
162,2025-06-01,3319.26,1,3319.26
162,2025-07-01,1881.92,1,1881.92
162,2025-08-01,390.13,1,390.13
163,2024-11-01,1180.58,1,1180.58
163,2025-01-01,3077.84,1,3077.84
163,2025-03-01,971.83,1,971.83
163,2025-05-01,3827.14,1,3827.14
163,2025-07-01,3729.62,2,1864.81
164,2024-09-01,1764.18,1,1764.18
164,2024-12-01,3177.39,1,3177.39
164,2025-02-01,3635.58,1,3635.58
164,2025-03-01,2339.03,1,2339.03
164,2025-06-01,2437.09,1,2437.09
165,2024-10-01,1789.28,1,1789.28
165,2024-11-01,740.92,1,740.92
165,2024-12-01,3497.4100000000003,2,1748.7050000000002
